RID	GLOSS	DOCULECT	Language_Name	CONCEPTICON_GLOSS	CONCEPTICON_ID	VALUE	FORM	SOURCE	NOTES
DammaiDibin_nan	hunt	DammaiDibin	Dammai (Dibin)	HUNT	1435	Ø	Ø	Ø	
DammaiDibin_132	husband	DammaiDibin	Dammai (Dibin)	HUSBAND	1200	duwai	du+wai	AB18	
DammaiDibin_299	1st sg. (I)	DammaiDibin	Dammai (Dibin)	I	1209	nijaŋ	ni+jaŋ	AB18	*na(+jaŋ)
DammaiDibin_nan	ice	DammaiDibin	Dammai (Dibin)	ICE	617	Ø	Ø	Ø	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	INSIDE	1606	Ø	Ø	Ø	
DammaiDibin_221	to kill	DammaiDibin	Dammai (Dibin)	KILL	1417	wai	wai	AB18	*gajC
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	KNEAD	274	Ø	Ø	Ø	
DammaiDibin_116	knee	DammaiDibin	Dammai (Dibin)	KNEE	1371	leikhu	lei+kʰu	AB18	
DammaiDibin_159	knife (to cut meat)	DammaiDibin	Dammai (Dibin)	KNIFE	1352	vaitʃoŋʒi	vai+tʃoŋ+ʒi	AB18	*vaj-tsuŋ
DammaiDibin_195	to know	DammaiDibin	Dammai (Dibin)	KNOW (SOMETHING)	1410	nintʃe	nin+tʃe	AB18	*ni
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	LAKE	624	Ø	Ø	Ø	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	LATE	477	Ø	Ø	Ø	
DammaiDibin_192	to laugh	DammaiDibin	Dammai (Dibin)	LAUGH	1355	tho	tʰo	AB18	*toC
DammaiDibin_45	leaf	DammaiDibin	Dammai (Dibin)	LEAF	628	uleʔ	u+leʔ	AB18	*mə-rajC
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	LEARN	504	Ø	Ø	Ø	
DammaiDibin_284	left	DammaiDibin	Dammai (Dibin)	LEFT	244	savijo	sa+vjo	AB18	
DammaiDibin_nan	lick	DammaiDibin	Dammai (Dibin)	LICK	319	Ø	Ø	Ø	
DammaiDibin_176	to rest	DammaiDibin	Dammai (Dibin)	LIE DOWN	215	dʒuŋam	dʒu+ŋam	AB18	
DammaiDibin_249	light (not heavy)	DammaiDibin	Dammai (Dibin)	LIGHT (WEIGHT)	1052	alithaŋ	a+li+tʰaŋ	AB18	*mə-lə-taŋ
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	LIP	478	Ø	Ø	Ø	
DammaiDibin_nan	liver/lungs	DammaiDibin	Dammai (Dibin)	LIVER	1224	Ø	Ø	Ø	*mə-θin LIVER
DammaiDibin_246	long	DammaiDibin	Dammai (Dibin)	LONG	1203	məpijaŋ	mə+pjaŋ	AB18	*mə-pjaŋ
DammaiDibin_nan	louse	DammaiDibin	Dammai (Dibin)	LOUSE	1392	Ø	Ø	Ø	*saC
DammaiDibin_nan	liver/lungs	DammaiDibin	Dammai (Dibin)	LUNG	688	Ø	Ø	Ø	*mə-θin LIVER
DammaiDibin_128	man	DammaiDibin	Dammai (Dibin)	MALE PERSON	2106	nuʔ	nuʔ	AB18	*niC
DammaiDibin_242	many	DammaiDibin	Dammai (Dibin)	MANY	1198	anau	a+nau	AB18	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	MARRY (AS MAN)	2164	Ø	Ø	Ø	
DammaiDibin_62	meat	DammaiDibin	Dammai (Dibin)	MEAT	634	ʃitʃuŋ	ʃi+tʃuŋ	AB18	*su
DammaiDibin_30	noon	DammaiDibin	Dammai (Dibin)	MIDDAY	12	agəluluŋ	a+gə+lu+luŋ	AB18	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	MIDDLE	1093	Ø	Ø	Ø	
DammaiDibin_3	moon	DammaiDibin	Dammai (Dibin)	MOON	1313	lə	lə	AB18	*lu
DammaiDibin_29	morning	DammaiDibin	Dammai (Dibin)	MORNING	1339	meduwo	me+du+wo	AB18	
DammaiDibin_98	mosquito	DammaiDibin	Dammai (Dibin)	MOSQUITO	1509	sərədaŋ	sə+rə+daŋ	AB18	
DammaiDibin_131	mother	DammaiDibin	Dammai (Dibin)	MOTHER	1216	anai	a+nai	AB18	*me-naj (*a-naj)
DammaiDibin_12	mountain	DammaiDibin	Dammai (Dibin)	MOUNTAIN	639	phuŋ	pʰuŋ	AB18	
DammaiDibin_108	mouth or language	DammaiDibin	Dammai (Dibin)	MOUTH	674	nui	nui	AB18	*mə-nuŋ
DammaiDibin_16	mud	DammaiDibin	Dammai (Dibin)	MUD	640	nakdʒo	na+k+dʒo	AB18	
DammaiDibin_86	rat	DammaiDibin	Dammai (Dibin)	MUROID (MOUSE OR RAT)	2139	dʒək	dʒək	AB18	
DammaiDibin_141	name	DammaiDibin	Dammai (Dibin)	NAME	1405	mə̃rn	mə̃rn	AB18	*mə-mjiŋ
DammaiDibin_253	narrow	DammaiDibin	Dammai (Dibin)	NARROW	1267	aru	a+ru	AB18	
DammaiDibin_282	near	DammaiDibin	Dammai (Dibin)	NEAR	1942	aɲiŋ	a+ɲiŋ	AB18	*mə-nej
DammaiDibin_101	neck	DammaiDibin	Dammai (Dibin)	NECK	1333	dəmu	də+mu	AB18	
DammaiDibin_155	needle	DammaiDibin	Dammai (Dibin)	NEEDLE (FOR SEWING)	1382	duwazi	du+wa+zi	AB18	
DammaiDibin_276	new	DammaiDibin	Dammai (Dibin)	NEW	1231	agənu	a+gə+nu	AB18	*mə-gə-nu
DammaiDibin_143	nine	DammaiDibin	Dammai (Dibin)	NINE	1483	sətən	sətən	AB18	*sə-tiŋ
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	NIT	267	Ø	Ø	Ø	
DammaiDibin_104	nose	DammaiDibin	Dammai (Dibin)	NOSE	1221	nibuŋ	ni+buŋ	AB18	
DammaiDibin_277	old	DammaiDibin	Dammai (Dibin)	OLD (AGED)	2112	aʃoʔ	a+ʃoʔ	AB18	*mə-ɕoʔ
DammaiDibin_225	one	DammaiDibin	Dammai (Dibin)	ONE	1493	akho	a+kʰo	AB18	*a-ken
DammaiDibin_nan	otter	DammaiDibin	Dammai (Dibin)	OTTER	15	Ø	Ø	Ø	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	OUTSIDE	762	Ø	Ø	Ø	
DammaiDibin_nan	pig	DammaiDibin	Dammai (Dibin)	PIG	1337	dʒoʔ	dʒoʔ	AB18	*jowʔ
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	PLANT (SOMETHING)	1486	Ø	Ø	Ø	
DammaiDibin_201	to play	DammaiDibin	Dammai (Dibin)	PLAY	1413	səthe	sə+tʰə	AB18	
DammaiDibin_206	to pull	DammaiDibin	Dammai (Dibin)	PULL	1455	horo	ho+ro	AB18	
DammaiDibin_205	to push	DammaiDibin	Dammai (Dibin)	PUSH	1452	phetʃuru	pʰe+tʃu+ru	AB18	
DammaiDibin_6	rain	DammaiDibin	Dammai (Dibin)	RAIN (PRECIPITATION)	658	fro	fro	AB18	*nə-dəj; *pro
DammaiDibin_7	rainbow	DammaiDibin	Dammai (Dibin)	RAINBOW	1733	dʒimodəkhe	dʒi+mo+də+kʰe	AB18	
DammaiDibin_287	red	DammaiDibin	Dammai (Dibin)	RED	156	atʃu	a+tʃu	AB18	*tɕaʔ
DammaiDibin_nan	sit or stay	DammaiDibin	Dammai (Dibin)	RESIDE (LIVE)	363	gijoŋ	gjoŋ	AB18	*dʑuC
DammaiDibin_33	paddy rice	DammaiDibin	Dammai (Dibin)	RICE PLANT	2026	an	an	AB18	*an
DammaiDibin_283	right	DammaiDibin	Dammai (Dibin)	RIGHT	1019	sidʒiŋ	si+dʒiŋ	AB18	
DammaiDibin_14	river	DammaiDibin	Dammai (Dibin)	RIVER	666	vijaŋ	vi+jaŋ	AB18	
DammaiDibin_170	road	DammaiDibin	Dammai (Dibin)	ROAD	667	labaŋ	la+baŋ	AB18	*lam-baŋ
DammaiDibin_47	root	DammaiDibin	Dammai (Dibin)	ROOT	670	ukhən	u+kʰən	AB18	*mə-kriŋ
DammaiDibin_nan	cane; rope	DammaiDibin	Dammai (Dibin)	ROPE	1218	Ø	Ø	Ø	*su; cane = rope
DammaiDibin_nan	round	DammaiDibin	Dammai (Dibin)	ROUND	1395	mədəriu	mə+də+riu	AB18	*mə-də-rəw
DammaiDibin_nan	run	DammaiDibin	Dammai (Dibin)	RUN	1519	Ø	Ø	Ø	
DammaiDibin_63	salt	DammaiDibin	Dammai (Dibin)	SALT	1274	lu	lu	AB18	*lu
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	SALTY	1091	Ø	Ø	Ø	
DammaiDibin_19	sand	DammaiDibin	Dammai (Dibin)	SAND	671	bai	bai	AB18	*sə-gə-raj
DammaiDibin_nan	scratch	DammaiDibin	Dammai (Dibin)	SCRATCH	1436	Ø	Ø	Ø	
DammaiDibin_11	sea	DammaiDibin	Dammai (Dibin)	SEA	1474	fə	fə	AB18	
DammaiDibin_182	to see	DammaiDibin	Dammai (Dibin)	SEE	1409	waŋ	waŋ	AB18	*gaŋ
DammaiDibin_55	seed	DammaiDibin	Dammai (Dibin)	SEED	714	ăli	a+li	AB18	*mə-θai
DammaiDibin_231	seven	DammaiDibin	Dammai (Dibin)	SEVEN	1704	mija	mi+ja	AB18	*mə-ljak
DammaiDibin_nan	sharp	DammaiDibin	Dammai (Dibin)	SHARP	1396	Ø	Ø	Ø	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	SHEEP	1331	Ø	Ø	Ø	
DammaiDibin_nan	excrete or defecate 	DammaiDibin	Dammai (Dibin)	SHIT (DEFECATE)	676	Ø	Ø	Ø	*tsəj
DammaiDibin_nan	shoot	DammaiDibin	Dammai (Dibin)	SHOOT	1172	Ø	Ø	Ø	
DammaiDibin_247	short (length)	DammaiDibin	Dammai (Dibin)	SHORT	1645	aruŋ	a+ruŋ	AB18	*mə-nuŋ
DammaiDibin_nan	shoulder	DammaiDibin	Dammai (Dibin)	SHOULDER	1482	Ø	Ø	Ø	
DammaiDibin_nan	shy	DammaiDibin	Dammai (Dibin)	SHY	487	Ø	Ø	Ø	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	SICKLE	341	Ø	Ø	Ø	
DammaiDibin_190	to sing	DammaiDibin	Dammai (Dibin)	SING	1261	dʒiu	dʒiu	AB18	
DammaiDibin_230	six	DammaiDibin	Dammai (Dibin)	SIX	1703	re	re	AB18	*reC
DammaiDibin_120	skin	DammaiDibin	Dammai (Dibin)	SKIN	763	zəai	zə+ai	AB18	*mə-prja
DammaiDibin_1	sky	DammaiDibin	Dammai (Dibin)	SKY	1732	nadʒəŋ	na+dʒəŋ	AB18	*nə-də-laŋ
DammaiDibin_197	to sleep	DammaiDibin	Dammai (Dibin)	SLEEP	1585	dʒi	dʒi	AB18	*dʑV
DammaiDibin_245	small	DammaiDibin	Dammai (Dibin)	SMALL	1246	mijadʒui	mi+ja+dʒui	AB18	
DammaiDibin_nan	smell	DammaiDibin	Dammai (Dibin)	SMELL (PERCEIVE ODOR)	1586	Ø	Ø	Ø	
DammaiDibin_167	smoke	DammaiDibin	Dammai (Dibin)	SMOKE (EXHAUST)	778	maikhən	mai+kʰən	AB18	*maj-kən
DammaiDibin_nan	soft; smooth	DammaiDibin	Dammai (Dibin)	SMOOTH	1234	Ø	Ø	Ø	*mə-lə-prjuC
DammaiDibin_73	snake	DammaiDibin	Dammai (Dibin)	SNAKE	730	bhu	bʰu	AB18	*bəw
DammaiDibin_nan	snow	DammaiDibin	Dammai (Dibin)	SNOW	784	Ø	Ø	Ø	*də-ren
DammaiDibin_nan	soft; smooth	DammaiDibin	Dammai (Dibin)	SOFT	1856	Ø	Ø	Ø	*mə-lə-prjuC
DammaiDibin_134	son	DammaiDibin	Dammai (Dibin)	SON	1620	nuvəzi	nu+və+zi	AB18	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	SOW SEEDS	748	Ø	Ø	Ø	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	SPARROW	1854	Ø	Ø	Ø	
DammaiDibin_96	spider	DammaiDibin	Dammai (Dibin)	SPIDER	843	batʃibəgau	ba+tʃi+bə+gau	AB18	
DammaiDibin_nan	spit	DammaiDibin	Dammai (Dibin)	SPIT	1440	Ø	Ø	Ø	
DammaiDibin_174	to stand	DammaiDibin	Dammai (Dibin)	STAND	1442	gijon	gi+jon	AB18	*gu
DammaiDibin_4	star	DammaiDibin	Dammai (Dibin)	STAR	1430	dətʃuŋ	də+tʃuŋ	AB18	*lə-tɕuŋ
DammaiDibin_217	to steal	DammaiDibin	Dammai (Dibin)	STEAL	713	tʃikhu	tʃi+kʰu	AB18	*kə
DammaiDibin_nan	stick	DammaiDibin	Dammai (Dibin)	STICK	1295	Ø	Ø	Ø	
DammaiDibin_18	stone	DammaiDibin	Dammai (Dibin)	STONE	857	gəloŋ	gə+loŋ	AB18	
DammaiDibin_nan	straight	DammaiDibin	Dammai (Dibin)	STRAIGHT	1404	Ø	Ø	Ø	*mə-gə-raŋ 
DammaiDibin_2	sun	DammaiDibin	Dammai (Dibin)	SUN	1343	dʒoʔ	dʒoʔ	AB18	*dʑuʔ
DammaiDibin_83	tail	DammaiDibin	Dammai (Dibin)	TAIL	1220	adəmek	a+də+mek	AB18	*mə-lə-mrjaj
DammaiDibin_234	ten	DammaiDibin	Dammai (Dibin)	TEN	1515	lən	lən	AB18	*rəŋ
DammaiDibin_296	that thing	DammaiDibin	Dammai (Dibin)	THAT	78	phetʃilo	pʰe+tʃi+lo	AB18	*paj-tɕi
DammaiDibin_nan	there (same level)	DammaiDibin	Dammai (Dibin)	THERE	1937	Ø	Ø	Ø	
DammaiDibin_nan	thick	DammaiDibin	Dammai (Dibin)	THICK	1244	Ø	Ø	Ø	
DammaiDibin_251	thin	DammaiDibin	Dammai (Dibin)	THIN (OF SHAPE OF OBJECT)	2249	mijazə	mi+ja+zə	AB18	
DammaiDibin_nan	think	DammaiDibin	Dammai (Dibin)	THINK (REFLECT)	1415	Ø	Ø	Ø	
DammaiDibin_295	this thing	DammaiDibin	Dammai (Dibin)	THIS	1214	ɬo	ɬo	AB18	*huŋ
DammaiDibin_300	2nd sg. (familiar)	DammaiDibin	Dammai (Dibin)	THOU	1215	ni	ni	AB18	*ni
DammaiDibin_227	three	DammaiDibin	Dammai (Dibin)	THREE	492	kəthən	kə+tʰən	AB18	*gə-θəm
DammaiDibin_203	to throw	DammaiDibin	Dammai (Dibin)	THROW	1456	ʃantʃo	ʃan+tʃo	AB18	
DammaiDibin_10	thunder	DammaiDibin	Dammai (Dibin)	THUNDER	1150	nadʒaŋgəŋ	na+dʒaŋ+gəŋ	AB18	
DammaiDibin_68	tiger	DammaiDibin	Dammai (Dibin)	TIGER	846	tiŋdraŋ	tiŋ+draŋ	AB18	
DammaiDibin_22	today	DammaiDibin	Dammai (Dibin)	TODAY	1283	hũe	hũ+e	AB18	
DammaiDibin_24	tomorrow	DammaiDibin	Dammai (Dibin)	TOMORROW	1329	nawo	na+wo	AB18	
DammaiDibin_109	tongue	DammaiDibin	Dammai (Dibin)	TONGUE	1205	jaʔkhi	jaʔ+kʰi	AB18	*bə-laj
DammaiDibin_110	tooth	DammaiDibin	Dammai (Dibin)	TOOTH	1380	tu	tu	AB18	*mə-taC
DammaiDibin_43	tree	DammaiDibin	Dammai (Dibin)	TREE	906	uniʔ	u+niʔ	AB18	*(g)o-naj
DammaiDibin_237	twenty	DammaiDibin	Dammai (Dibin)	TWENTY	1710	gerlem	ge+r+lem	AB18	
DammaiDibin_226	two	DammaiDibin	Dammai (Dibin)	TWO	1498	gərin	gə+rin	AB18	*gə-niC
DammaiDibin_nan	thigh	DammaiDibin	Dammai (Dibin)	UPPER LEG (THIGH)	471	Ø	Ø	Ø	*mə-lu
DammaiDibin_nan	vomit	DammaiDibin	Dammai (Dibin)	VOMIT	1278	Ø	Ø	Ø	*mu
DammaiDibin_177	to walk	DammaiDibin	Dammai (Dibin)	WALK	1443	naidaidu	nai+dai+du	AB18	*daj
DammaiDibin_13	water	DammaiDibin	Dammai (Dibin)	WATER	948	və	və	AB18	*wi
DammaiDibin_304	1st pl.	DammaiDibin	Dammai (Dibin)	WE (INCLUSIVE)	1131	aɲijaahuŋ	a+ɲi+ja+a+huŋ	AB18	*ka-ni
DammaiDibin_271	wet	DammaiDibin	Dammai (Dibin)	WET	1726	ablija	a+bli+ja	AB18	
DammaiDibin_293	what	DammaiDibin	Dammai (Dibin)	WHAT	1236	tin	tin	AB18	*tiŋ
DammaiDibin_36	wheat	DammaiDibin	Dammai (Dibin)	WHEAT	1077	phijo	pʰi+jo	AB18	
DammaiDibin_291	where	DammaiDibin	Dammai (Dibin)	WHERE	1237	khəjo	kʰə+jo	AB18	*kəʔ
DammaiDibin_286	white	DammaiDibin	Dammai (Dibin)	WHITE	1335	adraŋ	a+draŋ	AB18	*mə-graN (changed)
DammaiDibin_292	who	DammaiDibin	Dammai (Dibin)	WHO	1235	tʃiu	tʃiu	AB18	*θu
DammaiDibin_133	wife	DammaiDibin	Dammai (Dibin)	WIFE	1199	gi	gi	AB18	
DammaiDibin_8	wind	DammaiDibin	Dammai (Dibin)	WIND	960	jo	jo	AB18	*low
DammaiDibin_nan	wing	DammaiDibin	Dammai (Dibin)	WING	1257	Ø	Ø	Ø	*gə/mə-tɕəwC
DammaiDibin_208	to wipe	DammaiDibin	Dammai (Dibin)	WIPE	1454	sii	siː	AB18	
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	WOLF	522	Ø	Ø	Ø	
DammaiDibin_129	woman	DammaiDibin	Dammai (Dibin)	WOMAN	962	numazə	nu+ma+zə	AB18	*nə+mə+raj
DammaiDibin_nan	wood	DammaiDibin	Dammai (Dibin)	WOOD	1803	u	u	TB	*(g)o; firewood = wood
DammaiDibin_27	year	DammaiDibin	Dammai (Dibin)	YEAR	1226	duren	du+ren	AB18	*də-niŋ
DammaiDibin_289	yellow	DammaiDibin	Dammai (Dibin)	YELLOW	1424	gətsilo	gə+tsi+lo	AB18	
DammaiDibin_23	yesterday	DammaiDibin	Dammai (Dibin)	YESTERDAY	1174	degau	de+gau	AB18	*də-gaC
DammaiDibin_305	2nd pl. (familiar)	DammaiDibin	Dammai (Dibin)	YOU	248	dʒi	dʒi	AB18	*dʑV
DammaiDibin_nan	Ø	DammaiDibin	Dammai (Dibin)	YOUNG	1207	Ø	Ø	Ø	
MijiNafra_279	above	MijiNafra	Miji (Nafra)	ABOVE	1741	thaŋjuŋ	tʰaŋ+juŋ	AB18	
MijiNafra_243	all	MijiNafra	Miji (Nafra)	ALL	98	məsuŋ	mə+suŋ	AB18	
MijiNafra_97	ant	MijiNafra	Miji (Nafra)	ANT	1	siɲi	si+ɲi	AB18	*si-ni
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	ARMPIT	1886	Ø	Ø	Ø	
MijiNafra_275	bad	MijiNafra	Miji (Nafra)	BAD	1292	məni	mə+ni	AB18	*mə-niŋ
MijiNafra_48	bamboo	MijiNafra	Miji (Nafra)	BAMBOO	1927	dʒiu	dʒiu	AB18	*bra
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	BARLEY	932	Ø	Ø	Ø	
MijiNafra_nan	alive	MijiNafra	Miji (Nafra)	BE ALIVE	1422	Ø	Ø	Ø	
MijiNafra_123	belly	MijiNafra	Miji (Nafra)	BELLY	1251	rok	rok	AB18	
MijiNafra_280	below	MijiNafra	Miji (Nafra)	BELOW OR UNDER	1485	phumum	pʰu+mum	AB18	
MijiNafra_244	big	MijiNafra	Miji (Nafra)	BIG	1202	məhiŋ	mə+hiŋ	AB18	*mə-doʔ
MijiNafra_91	bird	MijiNafra	Miji (Nafra)	BIRD	937	budʒuʔ	bu+dʒuʔ	AB18	*bə-dow 
MijiNafra_191	to bite	MijiNafra	Miji (Nafra)	BITE	1403	thaʔ	tʰaʔ	AB18	*taʔ
MijiNafra_285	black	MijiNafra	Miji (Nafra)	BLACK	163	momo	mo+mo	AB18	
MijiNafra_121	blood	MijiNafra	Miji (Nafra)	BLOOD	946	dʒai	dʒai	AB18	*jaC
MijiNafra_nan	blow	MijiNafra	Miji (Nafra)	BLOW (OF WIND)	175	yo-yo	jo+jo	SM79	
MijiNafra_118	bone	MijiNafra	Miji (Nafra)	BONE	1394	miliaŋ	mi+liaŋ	AB18	*mə-ri-jaŋ
MijiNafra_44	branch	MijiNafra	Miji (Nafra)	BRANCH	1531	odətʃaŋ	o+də+tʃaŋ	AB18	
MijiNafra_60	breast; milk	MijiNafra	Miji (Nafra)	BREAST	1402		ɲu	SM79	*mə-nuŋ  milk = breast
MijiNafra_214	to burn	MijiNafra	Miji (Nafra)	BURNING	1428	phen	pʰen	SM79	
MijiNafra_215	to buy	MijiNafra	Miji (Nafra)	BUY	1869	phen	pʰen	AB18	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	CHEW	321	Ø	Ø	Ø	
MijiNafra_nan	child	MijiNafra	Miji (Nafra)	CHILD (YOUNG HUMAN)	1304	amai	a+mai	SM79	
MijiNafra_115	fingernail	MijiNafra	Miji (Nafra)	CLAW OR NAIL	2128	giten	gi+ten	AB18	
MijiNafra_5	cloud	MijiNafra	Miji (Nafra)	CLOUD	1489	miemy	mie+my	AB18	*maj-məwŋ
MijiNafra_273	cold	MijiNafra	Miji (Nafra)	COLD	1287	mətʃou	mə+tʃou	AB18	
MijiNafra_173	to come	MijiNafra	Miji (Nafra)	COME	1446	hokaʔ	ho+kaʔ	AB18	
MijiNafra_nan	correct	MijiNafra	Miji (Nafra)	CORRECT (RIGHT)	1725	Ø	Ø	Ø	
MijiNafra_nan	count	MijiNafra	Miji (Nafra)	COUNT	1420	Ø	Ø	Ø	
MijiNafra_185	to cry	MijiNafra	Miji (Nafra)	CRY	1839	khə̆	kʰə	AB18	*kraC
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	DARK	706	Ø	Ø	Ø	
MijiNafra_135	daughter	MijiNafra	Miji (Nafra)	DAUGHTER	1357	zəmrə	zəm+rə	AB18	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	DEW	1977	Ø	Ø	Ø	
MijiNafra_222	to die	MijiNafra	Miji (Nafra)	DIE	1494	tʃi	tʃi	AB18	*θəj 
MijiNafra_nan	dig	MijiNafra	Miji (Nafra)	DIG	1418		tʰau	SM79	*taC
MijiNafra_nan	dirty	MijiNafra	Miji (Nafra)	DIRTY	1230		ni+tʃi	SM79	*ni-tɕi
MijiNafra_78	dog	MijiNafra	Miji (Nafra)	DOG	2009	ʃazeʔ	ʃa+zeʔ	AB18	
MijiNafra_198	to dream	MijiNafra	Miji (Nafra)	DREAM	2374	thaimeʔ	tʰai+meʔ	AB18	*tai-mə
MijiNafra_189	to drink	MijiNafra	Miji (Nafra)	DRINK	1401	thoŋ	tʰoŋ	AB18	*tuŋ
MijiNafra_270	dry	MijiNafra	Miji (Nafra)	DRY	1398	məkhəjam	mə+kʰə+jam	AB18	*mə-ki-laŋ
MijiNafra_17	dust	MijiNafra	Miji (Nafra)	DUST	2	nadəmo	na+də+mo	AB18	
MijiNafra_175	to sit	MijiNafra	Miji (Nafra)	DWELL (LIVE, RESIDE)	363	dʒuʔ	dʒuʔ	AB18	
MijiNafra_105	ear	MijiNafra	Miji (Nafra)	EAR	1247	dʒuo	dʒuo	AB18	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	EARLY	672	Ø	Ø	Ø	
MijiNafra_15	soil/ground	MijiNafra	Miji (Nafra)	EARTH (SOIL)	1228	naʔ	naʔ	AB18	*naʔ
MijiNafra_nan	earthworm	MijiNafra	Miji (Nafra)	EARTHWORM	2350	Ø	Ø	Ø	
MijiNafra_188	to eat	MijiNafra	Miji (Nafra)	EAT	1336	tʃu	tʃu	AB18	*tɕa
MijiNafra_88	egg	MijiNafra	Miji (Nafra)	EGG	744	doriŋ	do+riŋ	AB18	*do-riŋ
MijiNafra_232	eight	MijiNafra	Miji (Nafra)	EIGHT	1705	səgəi	sə+gəi	AB18	*sə-giC
MijiNafra_103	eye	MijiNafra	Miji (Nafra)	EYE	1248	məri	mə+ri	AB18	*mə-jaʔ
MijiNafra_281	far	MijiNafra	Miji (Nafra)	FAR	1406	mərən	mə+rən	AB18	*mə-rəŋ
MijiNafra_130	father	MijiNafra	Miji (Nafra)	FATHER	1217	abo	a+bo	AB18	
MijiNafra_nan	body hair or feather	MijiNafra	Miji (Nafra)	FEATHER	1201	umu	u+mu	SM	*mə-muC
MijiNafra_nan	fight	MijiNafra	Miji (Nafra)	FIGHT	1423		nau-ri 	SM79	*rəj
MijiNafra_165	fire	MijiNafra	Miji (Nafra)	FIRE	221	mai	mai	AB18	*maj
MijiNafra_nan	wood	MijiNafra	Miji (Nafra)	FIREWOOD	10	o	o	SM79	*(g)o; firewood = wood
MijiNafra_89	fish	MijiNafra	Miji (Nafra)	FISH	227	thri	tʰri	AB18	*trV
MijiNafra_229	five	MijiNafra	Miji (Nafra)	FIVE	493	pugu	pu+gu	AB18	*bə-ŋu
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	FLEA	232	Ø	Ø	Ø	
MijiNafra_nan	float	MijiNafra	Miji (Nafra)	FLOAT	1574	Ø	Ø	Ø	
MijiNafra_nan	flow	MijiNafra	Miji (Nafra)	FLOW	2003	Ø	Ø	Ø	
MijiNafra_54	flower	MijiNafra	Miji (Nafra)	FLOWER	239	uboʔ	u+boʔ	AB18	*mə-boC
MijiNafra_178	to fly	MijiNafra	Miji (Nafra)	FLY (MOVE THROUGH AIR)	1441	gəndai	gən+dai	AB18	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	FOG	249	Ø	Ø	Ø	
MijiNafra_117	leg; foot	MijiNafra	Miji (Nafra)	FOOT	1301	leikhu	lei+kʰu	AB18	*laj
MijiNafra_nan	forest	MijiNafra	Miji (Nafra)	FOREST	420	mubuw	 mu+buw	SM79	
MijiNafra_196	to forget	MijiNafra	Miji (Nafra)	FORGET	1523	thlaŋ	tʰlaŋ	AB18	
MijiNafra_228	four	MijiNafra	Miji (Nafra)	FOUR	1500	bli	b+li	AB18	*bə-ləj
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	FOX	1412	Ø	Ø	Ø	
MijiNafra_77	frog	MijiNafra	Miji (Nafra)	FROG	503	dʒou	dʒou	AB18	*dʑuC
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	FRONT (PART)	2194	Ø	Ø	Ø	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	FROST	2034	Ø	Ø	Ø	
MijiNafra_49	fruit	MijiNafra	Miji (Nafra)	FRUIT	1507	uthen	u+tʰen	AB18	*θai
MijiNafra_256	full	MijiNafra	Miji (Nafra)	FULL	1429	len	len	AB18	*liŋ
MijiNafra_220	to give	MijiNafra	Miji (Nafra)	GIVE	1447	bi	bi	AB18	*bəj
MijiNafra_84	goat	MijiNafra	Miji (Nafra)	GOAT	1502	ʃəphə̆rən	ʃə+pʰə+rən	AB18	*se-preN
MijiNafra_274	good	MijiNafra	Miji (Nafra)	GOOD	1035	məvi	mə+vi	AB18	
MijiNafra_nan	grass	MijiNafra	Miji (Nafra)	GRASS	606		tsen	SM79	
MijiNafra_288	green	MijiNafra	Miji (Nafra)	GREEN	1425	məlo	mə+lo	AB18	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	HAIL	609	Ø	Ø	Ø	
MijiNafra_102	hair	MijiNafra	Miji (Nafra)	HAIR	1040	uphiu	u+pʰiu	AB18	*go-pu
